finalCell1,finalCell2,finalCell3,finalCell4,finalCell5,finalCell6,finalCell7,finalCell8,finalCell9,finalCell10,finalCell11,finalCell12,finalCell13,finalCell14,finalCell15,finalCell16,finalCell17,finalCell18,finalCell19,finalCell20,finalCell21,finalCell22,finalCell23,finalCell24,finalCell25,finalCell26,finalCell27,finalCell28,finalCell29,finalCell30,finalCell31,finalCell32,finalCell33,finalCell34,finalCell35,finalCell36,finalCell37,finalCell38,finalCell39,finalCell40,finalCell41,finalCell42,finalCell43,finalCell44,finalCell45,finalCell46,finalCell47,finalCell48,finalCell49,finalCell50,finalCell51,finalCell52,finalCell53,finalCell54,finalCell55,finalCell56,finalCell57,finalCell58,finalCell59,finalCell60,finalCell61,finalCell62,finalCell63,finalCell64,finalCell65,finalCell66,finalCell67,finalCell68,finalCell69,finalCell70,finalCell71,finalCell72,finalCell73,finalCell74,finalCell75,finalCell76,finalCell77,finalCell78,finalCell79,finalCell80,finalCell81,finalCell82,finalCell83,finalCell84,finalCell85,finalCell86,finalCell87,finalCell88,finalCell89,finalCell90,finalCell91,finalCell92,finalCell93,finalCell94,finalCell95,finalCell96,finalCell97,finalCell98,finalCell99,finalCell100,finalCell101,finalCell102,finalCell103,finalCell104,finalCell105,finalCell106,finalCell107,finalCell108,finalCell109,finalCell110,finalCell111,finalCell112,finalCell113,finalCell114,finalCell115,finalCell116,finalCell117,finalCell118,finalCell119,finalCell120,finalCell121,finalCell122,finalCell123,finalCell124,finalCell125,finalCell126,finalCell127,finalCell128,finalCell129,finalCell130,finalCell131,finalCell132,finalCell133,finalCell134,finalCell135,finalCell136,finalCell137,finalCell138,finalCell139,finalCell140,finalCell141,finalCell142,finalCell143,finalCell144,finalCell145,finalCell146,finalCell147,finalCell148,finalCell149,finalCell150,finalCell151,finalCell152,finalCell153,finalCell154,finalCell155,finalCell156,finalCell157,finalCell158,finalCell159,finalCell160,finalCell161,finalCell162
0.89273411,0.765759885,1,-0.009310601,0.028272453,-0.010986355,0.001575012,-0.004132341,-0.001434963,-0.00075721,-0.001013277,-0.001091963,-0.000634421,-0.000215732,-0.000533777,-0.00040834,0.000939603,-0.000663081,0.001208095,-0.000330956,1.64786E-05,-0.000499808,-0.000141251,-0.000719445,-0.000181713,8.89361E-05,0.000213016,0.000387884,0.000791014,-8.87423E-05,0.000419366,-0.000137194,-0.000189782,8.99538E-05,-0.000185173,0.000248355,-0.000177773,0.000120351,-7.94292E-05,-0.000170564,-0.000240951,6.12715E-05,0,0.00563225,-0.001238957,-0.006487441,0.003485371,0.003649701,-0.001980047,0.00204165,0.000958678,-0.000988635,-0.001159238,0.000213859,0.001041775,-0.000452925,-0.000273345,-0.000874552,0.000220157,0.000355782,-2.00038E-05,0.000464483,0.000317794,5.38369E-05,-0.000609065,-0.000459498,0.00040835,-0.000200122,0.000384337,0.00039154,-0.000160021,0.000408494,2.3057E-05,-0.000681028,0.000452476,5.11952E-05,2.42337E-05,0.000366357,-0.000344971,-0.00015369,-6.22626E-05,-2.49181E-05,-3.05396E-17,-0.004267449,-0.001992711,0.001126774,-0.001050299,0.00028909,-0.001731554,-0.002262437,0.000724737,-0.00145393,0.000508167,-0.000123414,0.000939663,-0.000245417,0.000110437,0.00026692,0.000544329,0.000408646,0.00038097,2.90803E-05,0.00028412,-0.00013637,0.000656372,0.000237104,0.000538824,0.000533246,-0.000221888,0.000271338,-0.000318585,-0.00031858,-0.000194699,-7.83438E-05,-0.000495227,0.000542297,-0.000422377,0.000116396,-0.000366065,-8.00248E-05,-3.6829E-05,-6.80261E-05,-0.823499206,-0.018831757,-0.031915964,0.000266709,-0.004395074,0.002474962,-2.16941E-05,-0.000408068,2.39455E-05,0.000865631,-0.000313092,-0.000320142,-0.000174992,-0.000153302,0.001310887,-0.000409201,-0.000125482,0.000982677,-0.000915924,-0.000695098,0.000221009,0.000802557,-0.000318893,-0.000155367,0.000284569,0.00054974,0.000444335,-0.000607051,-0.00074052,0.000393229,9.8209E-05,0.000391094,-0.000196301,-0.000174642,5.24777E-05,-1.34539E-05,-6.4499E-06,-4.85869E-05,-0.000410802,0.00034386
0.368489593,0.788389206,1,-0.026780683,0.024316292,-0.006919373,0.010016681,0.007400693,0.010900868,0.005781857,0.004228178,0.00127009,0.001652794,-0.00034182,0.000477641,-0.000164713,0.000385512,0.000797554,-0.000583872,-0.000201816,-0.000544747,-0.00085749,0.000129656,-0.000192702,0.00115776,-0.000120323,-0.000270867,8.81821E-05,-0.000856322,0.000175985,-0.000237784,1.54843E-06,-0.000104175,-0.00040753,-0.000243074,-0.000527785,-5.71858E-05,-0.000125964,3.6062E-05,5.25903E-05,0.000377385,-6.04723E-05,-9.87057E-17,-0.023593945,0.024815912,0.008085258,-0.017041705,0.001252828,-0.004485309,-0.00680525,0.002000268,-0.00136618,-0.002594217,0.001225381,-0.000265261,-0.000703302,0.000256439,0.001102758,-0.000747292,-7.67875E-05,0.001632309,-0.00046026,0.00036437,0.000742111,-0.000322192,-0.000301281,-0.00011806,0.000771658,0.000510005,-8.15988E-05,-0.000117536,-0.000140477,0.000110984,-0.000365163,-3.52805E-05,0.000884068,-6.08971E-05,-0.000596812,0.000145185,-6.37969E-05,0.000257344,-0.000152275,-9.87057E-17,-0.000582806,-0.023204799,-0.001145836,-0.014991457,-0.004270814,-0.000367848,-0.001605166,0.000119234,0.003468348,-0.000166185,0.002371097,0.000838454,0.001001701,0.000279625,0.00049117,0.000829988,-3.05051E-05,0.000523612,6.30679E-05,-0.00092943,3.25892E-05,1.76879E-05,6.65427E-05,0.000383895,-8.40255E-05,0.00025796,-0.000639134,9.77758E-05,-7.68456E-05,0.000415797,0.000132693,0.000162812,-0.000361106,0.000162563,-0.000576131,2.85234E-05,8.79986E-05,0.000243364,0.000341024,-0.873451825,-0.027549214,-0.019039812,0.027018958,0.003601395,0.000442989,0.00113877,-0.003321449,-0.001885804,-0.000524466,-0.001261928,-0.001271981,0.000927427,-0.000774255,-0.001491523,0.000808497,0.000119067,-0.001982064,2.87258E-05,7.91375E-05,0.000504772,0.000439366,-1.80003E-05,0.000443258,-0.001352519,-0.000146495,-4.03902E-05,0.000742242,0.000547201,-0.000868306,-9.95212E-05,0.000189144,-1.51863E-06,-8.25557E-05,0.000106373,-0.000139014,7.50495E-05,0.000186247,0.000301398,0.000213953
0.589788914,0.621013343,1,0.084328372,0.024643553,0.042860661,-0.003390984,0.006691512,0.003697576,-0.003043637,0.002921993,-0.000868491,-0.000602133,0.000107585,-0.001220263,-0.000736366,-0.000493885,0.000137637,-0.00085001,0.000989447,-0.000829459,0.000897471,0.000553291,2.50195E-05,0.001349668,-0.000557363,0.000976321,-4.02638E-05,0.000447873,0.000532444,0.000205635,0.000510749,0.000195509,0.000455107,0.000102334,0.000297939,-0.000172117,9.80312E-05,-0.000284381,-6.40907E-05,9.3623E-06,-0.00020828,0,0.001525304,0.01212109,-0.015848888,-0.009245188,0.006486069,-0.001550461,-0.001460608,0.001111897,-0.001003998,0.00056615,0.000190301,0.000388277,0.00121808,-2.87765E-05,-0.001672972,2.15551E-05,0.001163628,0.000610424,0.001338362,0.000145324,-0.000170844,-8.96953E-07,0.000198387,0.000122419,0.00011557,0.000291185,9.03092E-05,0.000184851,0.00052448,0.000204028,-4.91667E-06,0.000530486,7.24355E-05,-0.000144611,-0.000321,-3.12735E-05,-0.000120221,-0.000229725,-3.18712E-05,1.19883E-16,-0.000898469,-0.015549236,0.010962562,-0.005541243,0.00558188,0.003091269,-0.001160722,0.004698273,-0.001064382,0.002315151,-2.22246E-05,0.000952875,-9.88876E-05,0.001017942,0.000176615,0.000894876,0.000713459,0.00010397,0.000323008,-6.97586E-05,-0.00012186,7.2668E-05,-0.000320266,2.30141E-06,-0.000245171,6.97311E-05,-0.000154614,0.000350601,-0.000344133,0.000268309,-0.000536236,0.000211287,-0.000464833,0.000160477,-0.000306091,4.45716E-05,-1.89759E-05,2.94374E-05,0.000197097,-0.716804884,0.098799602,-0.053963661,-0.023932123,0.006070909,-0.019614041,0.000211977,0.004528645,-0.006344737,-0.00021693,-0.000175291,-0.001355157,0.001109521,0.000142369,-0.000240939,0.00100888,-0.000271241,-7.35584E-05,0.000988618,0.000599869,0.000184267,-0.000254249,0.000156162,-0.00037672,-0.000184462,-0.000379559,-3.14489E-05,1.68276E-05,-0.00026809,0.000130015,0.000143513,-0.000212897,-0.00028945,-0.000234011,-7.919E-05,4.44869E-06,-0.000173823,-0.00015096,0.000120155,-1.86917E-05
0.223595545,0.605829835,1,0.025915165,0.054888121,0.007889224,0.016601563,-0.008083773,0.028406763,-0.001036174,0.014111653,-0.005099401,-0.00158395,-0.001462221,-0.000273204,-0.003855853,-0.002977253,0.004472402,-0.001819618,0.003935209,-0.000179274,-0.001224547,-0.002792643,-0.001858308,0.000687508,-0.002844648,-0.000145099,-0.000814744,0.000130319,-0.000227644,-0.001008548,-0.000107327,-0.000425664,0.001440111,0.000276,0.000859885,-0.000507474,0.001763444,-0.000563855,-0.000253733,-3.91882E-06,-0.000111252,1.61708E-16,-0.03091096,-0.081604049,-0.007139569,0.053785778,9.68043E-05,0.007503096,-0.009285936,0.010448731,-0.002848006,-0.001966557,-0.003027939,-0.000657296,0.001246347,0.001654344,-0.001977402,0.002373763,-0.003285312,0.001625355,-5.39647E-05,-0.003693244,0.004855062,-0.001689746,-0.000597125,0.0006931,0.001372101,-0.00062271,0.000540737,-0.000629921,0.00116912,-0.002174617,-0.001276649,0.000600765,0.000954282,0.000885251,-0.001956683,0.000765177,-0.000495516,0.001267933,-0.00099394,-7.90572E-17,0.034709069,-0.082163027,9.69956E-05,-0.056764791,0.000166726,-0.005654695,-0.003497524,0.000345141,-0.000199233,0.005972398,0.000983518,-0.006448473,-0.003565116,-0.007898695,0.000136325,-0.004518694,-0.002200309,-0.000227244,-0.001149581,0.002971239,-0.001885971,-0.001910709,-0.001839145,-0.000228454,-0.000857826,0.000668713,-1.5841E-05,0.000482428,0.00124135,0.000210722,0.00018846,-0.002509963,-7.04317E-05,-6.62304E-05,-0.00076574,-0.001006967,-0.000100811,0.000654289,-0.000536231,0.84520074,0.012448216,-0.033938286,0.020802301,0.020487096,-0.00179774,-0.017902788,0.000620004,0.01016365,-0.002293004,0.004898304,-0.002750743,0.000867604,-0.002363756,0.009058413,-0.008125633,-0.00290779,0.003096014,-0.00045057,0.001033231,-0.000988804,0.000673826,-0.002305523,-0.002678811,0.001046101,0.00042835,-0.001674943,-0.000662564,-0.000182352,-0.001347815,-0.002123424,4.06226E-05,0.000542526,0.000237299,-0.000481089,9.15298E-05,-0.000245761,0.001095891,-0.000493467,0.000403237
0.350022435,0.667813122,1,0.059290977,0.029860333,0.041641029,-0.006053066,0.010522712,-0.00092354,-0.000127077,0.00105587,0.002655204,0.003618608,0.000469653,0.000535595,-0.000450077,0.000521329,-0.000178559,0.000421554,-0.001024247,3.93625E-05,-0.000396652,0.000147827,8.65731E-05,-0.000910537,-0.000315927,0.000172062,-0.000618342,-0.000472959,-0.000928165,-0.000857544,-0.000267848,-0.001182783,3.84331E-05,-0.000246297,0.000224227,-0.000761297,-0.000183437,-0.000678296,5.99574E-05,0.000213188,-0.000190031,-1.43466E-16,-0.033591428,0.002753319,0.033198696,0.001493098,-0.007074008,0.009235649,0.005989708,0.000588059,-0.004942875,-0.001423994,0.004073965,-0.001485753,-0.000884255,0.002235204,-0.000272794,-0.001570782,-0.00069891,0.001290606,0.001589877,-0.00061332,-0.001098712,-0.000422363,-0.001311471,0.000111896,-0.000164507,-0.001125022,0.000147869,-0.001014557,-0.000338292,0.000276988,-0.001130143,-0.000374106,0.000356334,-0.000226322,-0.000272282,8.95827E-05,0.000319719,0.00065535,0.000622835,-8.60794E-17,0.015304894,0.009310704,-0.000434853,-0.000873742,-0.006544198,-0.00064072,-0.002658641,-0.006271952,0.001044062,-0.003298106,-0.000284397,-0.002138616,-0.001763175,0.000104624,-0.001869986,-0.001150557,-0.000321307,-1.17835E-05,-0.001771583,-0.001366749,-0.001094306,-0.000579175,0.000745982,-0.001822292,0.000348308,-0.001164092,-0.00028753,0.000746737,-0.000342211,0.000928589,-0.000197193,0.000885191,-0.000172165,0.000547673,7.73755E-05,0.000672649,0.000447527,-0.000334193,-4.88337E-05,-0.803753849,0.088738532,-0.043064404,-0.023468243,0.006345453,-0.010757824,-0.008017419,-0.00049541,0.007047444,0.006389142,-0.003155431,-0.006486485,-0.001229156,0.002578988,0.000198471,-0.002116951,-0.000482806,-8.37851E-05,-0.00019076,0.000956615,-0.000902115,-0.000708087,0.000774645,0.000297536,-1.81815E-05,-0.001919819,-0.001640488,0.000964454,0.000384073,-0.000191504,0.000537206,0.000752192,0.000670805,-0.000164254,-0.001076192,-4.69939E-05,0.001265564,-0.000193566,-6.14227E-05,0.000376351
0.590525448,0.914658666,1,-0.007160978,0.006935487,-0.006599217,-0.005534381,-0.005202811,-0.000373918,-0.005104977,-0.000151765,-0.00105428,-0.000383683,0.000184657,0.000366048,0.000270985,9.16591E-05,6.66358E-05,0.000552707,-0.000302764,0.000499902,0.000532361,0.000752802,6.01638E-05,0.000812215,0.000329079,2.1335E-05,0.00015816,0.00028749,-9.36068E-05,-2.34294E-05,0.000260384,-0.000368716,0.000220779,-0.000203841,0.000142436,0.000176331,9.26268E-05,0.000288557,0.000126545,-3.88051E-05,0.000147705,-1.13297E-16,0.011155962,0.000340641,-0.002913793,0.002836916,-0.000304327,-0.001644055,7.33628E-05,-0.000781732,0.000623377,0.000288004,0.000227194,-0.000389637,0.000891796,-1.38811E-05,2.50526E-05,0.000710768,-0.000554139,-0.000741021,0.000586705,-3.97883E-05,-0.000744423,0.00017957,0.00024078,-0.000337539,-0.000488926,0.000168047,-4.69314E-05,-4.5764E-05,-0.000134163,0.000212484,0.000211221,-0.000606993,6.65676E-05,0.000217449,0.000210182,6.78651E-05,-7.78498E-05,-2.64202E-05,-4.52854E-05,-1.13297E-16,-0.003689429,0.003214877,-0.003366037,-0.001719264,0.00130795,0.000738934,0.001735652,-0.000274724,0.000556521,-0.000311673,0.000695207,-0.000190579,-0.000932242,0.00029481,-0.000612981,-0.000132456,0.000406235,-0.0001204,-0.000176081,6.34672E-05,7.61132E-06,-0.000134487,-0.000227655,-0.000538529,-0.000347356,-0.000270265,-1.75157E-05,-0.000363091,0.00013007,-0.000792515,0.000500798,4.91882E-06,0.000249792,0.00022287,0.000139014,-0.000219595,-5.96014E-05,8.07245E-05,-0.000236803,-0.941724843,-0.002615122,-0.007843066,-1.05034E-05,-0.004514927,-0.00022367,0.005373252,0.001293539,-0.000983407,0.001284037,0.000665581,-0.000181448,-0.000978214,-0.000488876,0.000847704,-0.000879937,-0.000608564,-0.000134216,0.000400076,0.000209939,5.03211E-05,-0.000164218,-0.000336105,0.000190988,-9.54552E-05,-0.000177206,0.000330133,0.000182501,-0.000288565,0.000266751,0.000264385,1.40491E-05,6.59364E-05,-0.000253788,0.000290656,0.000314635,-0.000100725,-0.000389102,-0.000158721,0.000464167
0.177595869,0.492249966,1,0.014579835,0.044962237,0.012987523,0.004765224,0.006441303,0.005292043,0.006721974,0.008350867,0.00680924,0.001324956,0.008432974,-0.005976171,0.001884353,-0.001990349,-0.000175002,-0.000232508,-0.001115769,0.000927746,-0.000876881,-0.000208233,0.002016649,-0.000435642,0.003464981,-0.001213337,0.001926266,-0.00159376,0.000753827,-0.002180334,-0.000353506,-0.001013548,0.000411233,-0.001066174,0.000961631,-0.00018612,0.000343446,0.000516718,2.99742E-05,0.00124689,6.86982E-06,3.90047E-17,-0.009863737,-0.008365898,0.001313514,0.019924011,0.01380983,-0.00282914,0.011150863,0.004507213,0.002219984,0.001833029,0.00018372,0.003425413,-0.001431781,0.002547899,-0.001263328,-0.002706871,0.000986734,-0.000508567,-0.005342499,0.001726246,0.000710413,0.001299701,0.001555551,-0.000539273,0.000550752,0.001015785,5.32581E-05,-0.000437696,-0.001956703,0.002008231,0.001352029,0.003736145,-0.000567309,-0.000539649,-0.00171006,0.000426737,0.002269412,-0.000863634,0.00020062,4.14425E-17,-0.062811923,0.002914978,-0.047100209,-0.000249074,-0.030218871,0.003283667,-0.009333048,-0.00279162,0.003616455,-0.004003881,0.004039559,0.001317795,-0.001719594,0.002574807,-0.002247902,0.000594272,-0.002081336,-0.000657265,-0.001662723,-0.003219427,-0.000975655,-0.001593127,-0.001421041,0.001233201,-0.001349467,0.000432674,0.000553972,0.000446783,0.000308338,-0.00097582,0.000756272,-0.000428039,0.000849852,0.001130151,-0.001435363,0.000679595,-0.000200961,0.000498569,-0.000351042,0.592908658,-0.02437516,0.032998887,-0.013203174,0.009704103,0.007201459,-0.003851138,-0.002700972,-0.002394898,-0.001563247,0.003095221,0.004868459,0.002929534,0.004827904,-0.001862919,0.000560807,-0.003025167,-0.000919666,0.005603534,-0.000272008,-0.002585262,0.001319466,-0.00136613,-0.000604731,0.003186956,-0.000711195,-0.000854983,0.000663538,0.000661096,-0.002200342,-0.001273081,0.000570367,-0.002973212,0.000600398,3.68736E-05,-4.94623E-05,-0.00025342,-0.000415539,-0.001125105,0.000703271
0.508684337,0.744666874,1,-0.076111637,0.008711681,-0.052380545,-0.004776884,-0.005622216,-0.005065271,0.002443476,-0.001643299,0.00028483,7.91148E-05,-0.001621669,-0.00105111,-0.000411397,-0.000662168,0.000197553,-0.000581948,0.000815897,-0.000590023,-0.000172244,0.000463104,-4.54096E-05,0.000428929,-0.00054002,-0.00035717,-0.000322809,-0.000126364,0.000436975,0.000304434,0.000389939,0.000132173,0.000124707,-0.000133488,0.000206052,-0.00010244,-5.07771E-05,7.10947E-05,-2.96926E-05,-2.89539E-06,-0.000123066,-5.57378E-17,0.035497819,-0.020258729,-0.012599184,0.007467692,-0.001514505,0.001894423,0.001528488,-0.001164215,-0.002008667,0.001863156,-0.001021055,-0.001080089,-0.000585367,0.000255445,0.000412931,1.55386E-05,-0.000129152,-0.000405337,0.000162198,0.000480836,-0.000201656,-8.10999E-05,-0.000199999,-0.000124164,0.000628146,-0.000205949,-0.000241323,9.89638E-05,0.000126948,0.000395989,-0.000295078,-0.000486574,0.000491385,-1.8778E-05,-0.000262179,0.000125135,8.37277E-05,0.000272855,-0.000376678,0,-0.019772036,0.019305958,-0.009101814,0.010460936,0.004716245,0.002632121,-0.001355681,0.001907081,-0.001377706,-0.001354752,-0.001006042,-0.00225208,0.000448067,0.000261989,0.00140594,0.000223272,0.000395551,0.000142704,-0.000475138,-0.00012455,-0.00013879,-6.54135E-05,0.000285839,9.08797E-05,0.000380155,0.000379398,-2.51941E-06,2.50971E-05,-2.25859E-06,2.95203E-05,0.000292231,-0.000294724,8.30332E-05,0.000156874,0.000124184,-0.00012985,0.000155857,-1.78038E-05,0.000181664,-0.976998605,-0.093934873,0.007651451,0.039617224,-0.016770169,0.008207297,-0.001788325,4.96233E-05,0.004605934,-0.004997349,0.001486233,0.000339546,-0.001215908,0.001148165,-0.000457142,0.001208168,-0.001252246,-0.000843837,0.00113173,-0.000732368,0.001146909,-0.000106071,-0.00035708,-0.000143346,-0.000614217,0.000629528,2.70023E-05,0.000454824,0.000182535,-0.000256642,-0.000149028,2.46004E-05,0.000145116,-1.7079E-05,1.84797E-05,-0.000251137,5.24749E-05,0.000152171,-0.000153238,1.97829E-05
0.312864512,0.707056284,1,0.025726277,0.038192205,0.019079305,0.005664274,0.005149676,0.004944089,0.001167438,-0.00156987,-0.003099515,-0.003442737,-0.002383365,0.002861425,-0.001316133,0.002722157,0.001222464,-0.000283535,0.002151307,-0.001820547,0.000890415,-0.000371489,0.000531512,0.000328098,0.000318221,-0.000338447,-1.90303E-05,-0.001124729,-0.000615353,-0.000713448,0.000266685,-0.000625478,2.81676E-05,-0.000390608,-0.000214503,3.66577E-06,-0.000161448,0.000410729,0.00012815,0.000589728,0.000379034,5.88419E-17,0.043672473,0.019556914,-0.016988118,-0.001109969,0.008170098,-0.010788678,-0.003264536,0.003320734,-0.003390135,-0.003983087,-0.00026144,0.001348828,0.001177595,-0.002662412,-0.004301431,-0.001743899,0.000451905,-0.000379718,0.001085001,-2.01113E-05,-0.000325054,-1.64705E-05,-0.000544127,-0.000342159,0.000923674,0.000369827,0.000483366,0.000578534,-0.000497514,0.000274183,0.000919565,0.000827374,-0.000369789,-0.000452522,0.000394913,0.000221646,-0.000118849,1.25062E-05,0.000387073,1.17684E-16,-0.03002021,-0.013434728,-0.016075331,-0.012728712,-0.009342258,-0.002693348,-0.007908447,0.000582291,-0.005216329,-0.002295767,-0.003747725,-0.001764065,-0.004019869,-0.002165355,-0.001247508,0.000866212,0.000844379,0.000588206,-0.000245972,0.000601078,-0.000417509,0.000443995,-0.00011883,0.00115599,-0.000125503,0.000673426,-0.000756415,3.31428E-05,-0.000873591,-9.25206E-05,-0.000247032,-0.000957399,-0.000492482,-0.000597706,-0.00012417,-0.000747039,-0.000388456,-0.000666395,-0.000129074,-0.796699603,0.067947332,-0.017820933,-0.014552435,-0.00225147,0.000601201,0.003288731,-0.005881045,-0.00862375,0.001225777,0.004050471,0.002131684,0.005602306,0.001114286,-0.002033441,0.001664657,-0.000884592,0.000193832,-0.000556756,-0.001518192,0.001092242,-0.000428195,-0.00111627,-0.000507879,0.000625944,-0.00051078,-0.000616293,0.001199255,0.000828125,-0.000240527,-0.000102185,-0.000138377,0.000134097,-6.28015E-05,0.000545026,0.000772456,0.000393937,0.00027807,7.17024E-05,0.00044417
0.560753524,0.686172366,1,-0.059838642,0.028391307,-0.023596607,0.004073586,-0.008131747,0.009223617,0.00171493,0.003143692,-0.000649466,0.000256296,0.001963007,0.000528308,0.000264467,-0.001129603,7.49896E-05,-3.46676E-05,0.000919378,0.00052767,0.00148282,0.001831394,0.001344602,0.000576044,0.000732755,-0.000516169,0.00037829,-0.000603659,-9.51439E-05,-0.000473227,0.000122293,-0.000486638,-0.000404566,-0.000254164,-8.80998E-05,-8.64756E-05,-0.00048651,-0.00011472,-7.32913E-05,-0.000267978,5.85058E-05,0,-0.006669263,-0.005988891,0.010293804,0.006252446,-0.014388174,-0.001588549,0.002692541,0.005535909,0.000668383,-0.003764697,-0.001537695,-0.000617979,-0.000640423,0.00036385,0.000795809,0.00021386,-0.000150468,0.000223588,0.000240499,-0.000145699,-0.000465543,-0.000567093,0.000818817,0.000245386,0.000443088,0.000123649,-0.000361955,-0.000356219,0.000375661,0.000347358,-0.000614761,0.000345721,0.000192435,-0.000406609,0.000239479,3.37502E-05,3.49213E-05,9.77217E-05,4.64357E-05,1.16253E-16,-0.015525957,0.007090465,-0.012099064,0.008898009,0.000523782,0.001287206,0.001824379,0.000338518,0.001197916,-0.001868716,-0.002414024,-0.00016003,0.001378764,0.002231389,0.001557542,0.000458679,0.000890526,0.001061639,0.000367575,0.000951154,0.000998446,0.000751608,9.54763E-05,0.00010817,-0.000414335,0.000258594,-7.68005E-05,0.000223668,9.50671E-05,0.000246079,0.000254366,4.23662E-05,-6.57733E-05,-0.000150828,-0.000242234,0.00013874,-0.000293393,-5.76879E-06,-0.000313184,-0.831994779,-0.073742426,-0.051516469,0.027170564,0.033366997,0.000926727,-0.019350838,0.004414062,0.003664163,0.002950428,-0.002591324,-0.000904495,-0.001157286,-0.00017385,0.000895062,-0.000264858,-0.000287953,-8.29752E-05,0.000924449,-0.000486286,-0.000289333,0.000226838,-0.000338785,-3.83773E-05,-0.000597761,-3.37954E-05,0.000726724,-0.000183344,-0.000182284,-0.000201922,8.92624E-05,8.63959E-05,0.000107889,-0.000371997,-0.000132945,0.000582499,-7.31093E-05,7.19995E-05,-0.000261992,-7.40749E-05
